XM_011413955	GO:0033588~Elongator holoenzyme complex
XM_011415314	GO:1902495~transmembrane transporter complex
XM_011415314	GO:0034702~ion channel complex
XM_011415319	GO:0034703~cation channel complex
XM_011415396	GO:0033178~proton-transporting two-sector ATPase complex, catalytic domain
XM_011415396	GO:0005773~vacuole
XM_011415395	GO:0044437~vacuolar part
XM_011415395	GO:0033176~proton-transporting V-type ATPase complex
XM_011415397	GO:0005773~vacuole
XM_011415397	GO:0044437~vacuolar part
XM_011415397	GO:0033176~proton-transporting V-type ATPase complex
XM_011415397	GO:0016471~vacuolar proton-transporting V-type ATPase complex
XM_011417339	GO:0016514~SWI/SNF complex
XM_011415510	GO:0044429~mitochondrial part
XM_011415869	GO:0030896~checkpoint clamp complex
XM_011415869	GO:0000228~nuclear chromosome
XM_011415906	GO:0000779~condensed chromosome, centromeric region
XM_011415906	GO:0000793~condensed chromosome
XM_011415906	GO:0000777~condensed chromosome kinetochore
XM_011415906	GO:0000776~kinetochore
XM_011415906	GO:0099513~polymeric cytoskeletal fiber
XM_011415906	GO:0099512~supramolecular fiber
XM_011415928	GO:0005789~endoplasmic reticulum membrane
XM_011416268	GO:0044429~mitochondrial part
XM_011416540	GO:0031312~extrinsic component of organelle membrane
XM_011416852	GO:0043527~tRNA methyltransferase complex
XM_011416888	GO:0005887~integral component of plasma membrane
XM_011416944	GO:0042579~microbody
XM_011417129	GO:0031975~envelope
XM_011417188	GO:0070603~SWI/SNF superfamily-type complex
XM_011417339	GO:0090544~BAF-type complex
XM_011417421	GO:0005576~extracellular region
XM_011417662	GO:0098791~Golgi subcompartment
XM_011417663	GO:0005795~Golgi stack
XM_011417663	GO:0044431~Golgi apparatus part
XM_011417662	GO:0031985~Golgi cisterna
XM_011418243	GO:0005777~peroxisome
XM_011418337	GO:0005694~chromosome
XM_011418339	GO:0000786~nucleosome
XM_011418343	GO:0032993~protein-DNA complex
XM_011418348	GO:0044815~DNA packaging complex
XM_011418349	GO:0044427~chromosomal part
XM_011418353	GO:0032993~protein-DNA complex
XM_011418356	GO:0000786~nucleosome
XM_011418341	GO:0032993~protein-DNA complex
XM_011418345	GO:0000786~nucleosome
XM_011418345	GO:0005694~chromosome
XM_011418348	GO:0000786~nucleosome
XM_011418348	GO:0000785~chromatin
XM_011418352	GO:0044815~DNA packaging complex
XM_011418353	GO:0000785~chromatin
XM_011418360	GO:0044427~chromosomal part
XM_011418361	GO:0000785~chromatin
XM_011419379	GO:0044432~endoplasmic reticulum part
XM_011420347	GO:0008076~voltage-gated potassium channel complex
XM_011420945	GO:0005576~extracellular region
XM_011421291	GO:0000502~proteasome complex
XM_011422051	GO:0005576~extracellular region
XM_011422145	GO:0030529~intracellular ribonucleoprotein complex
XM_011422145	GO:1990904~ribonucleoprotein complex
XM_011418517	GO:0005739~mitochondrion
XM_011418543	GO:0030529~intracellular ribonucleoprotein complex
XM_011419364	GO:0005887~integral component of plasma membrane
XM_011419859	GO:0005840~ribosome
XM_011419374	GO:0005783~endoplasmic reticulum
XM_011419377	GO:0005789~endoplasmic reticulum membrane
XM_011419375	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011419374	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011419488	GO:0042579~microbody
XM_011419576	GO:1990904~ribonucleoprotein complex
XM_011420016	GO:0005576~extracellular region
XM_011420293	GO:1902495~transmembrane transporter complex
XM_011420341	GO:0016363~nuclear matrix
XM_011420347	GO:1990351~transporter complex
XM_011421157	GO:0005667~transcription factor complex
XM_011421159	GO:0005667~transcription factor complex
XM_011421259	GO:0005921~gap junction
XM_011421266	GO:0005921~gap junction
XM_011421265	GO:0030054~cell junction
XM_011421291	GO:0019773~proteasome core complex, alpha-subunit complex
XM_011421291	GO:0005839~proteasome core complex
XM_011421384	GO:0005654~nucleoplasm
XM_011421758	GO:0044815~DNA packaging complex
XM_011421827	GO:1990316~ATG1/ULK1 kinase complex
XM_011421870	GO:0005732~small nucleolar ribonucleoprotein complex
XM_011422049	GO:0005739~mitochondrion
XM_011422049	GO:0019866~organelle inner membrane
XM_011422048	GO:0031975~envelope
XM_011422219	GO:1902495~transmembrane transporter complex
XM_011422227	GO:0044431~Golgi apparatus part
XM_011422227	GO:0031988~membrane-bounded vesicle
XM_011422539	GO:0030286~dynein complex
XM_011422578	GO:0044427~chromosomal part
XM_011422620	GO:0098533~ATPase dependent transmembrane transport complex
XM_011422990	GO:0044427~chromosomal part
XM_011423273	GO:0005739~mitochondrion
XM_011424595	GO:0031967~organelle envelope
XM_011424754	GO:0030529~intracellular ribonucleoprotein complex
XM_011425146	GO:0044431~Golgi apparatus part
XM_011425146	GO:0000139~Golgi membrane
XM_011425153	GO:0098857~membrane microdomain
XM_011425245	GO:0044455~mitochondrial membrane part
XM_011422612	GO:0030529~intracellular ribonucleoprotein complex
XM_011422560	GO:1990904~ribonucleoprotein complex
XM_011422578	GO:0005694~chromosome
XM_011422611	GO:0005840~ribosome
XM_011422669	GO:1990904~ribonucleoprotein complex
XM_011423389	GO:0005794~Golgi apparatus
AJ563455	GO:0022627~cytosolic small ribosomal subunit
XM_011423577	GO:0015630~microtubule cytoskeleton
XM_011423657	GO:0031248~protein acetyltransferase complex
XM_011423657	GO:0005654~nucleoplasm
XM_011424595	GO:0033177~proton-transporting two-sector ATPase complex, proton-transporting domain
XM_011424595	GO:0031966~mitochondrial membrane
XM_011424754	GO:1990904~ribonucleoprotein complex
XM_011425148	GO:0005794~Golgi apparatus
XM_011425150	GO:0044853~plasma membrane raft
XM_011425150	GO:0098590~plasma membrane region
XM_011425150	GO:0045121~membrane raft
XM_011425152	GO:0098589~membrane region
XM_011425202	GO:0005869~dynactin complex
XM_011425246	GO:0031966~mitochondrial membrane
XM_011425246	GO:0031306~intrinsic component of mitochondrial outer membrane
XM_011425245	GO:0031306~intrinsic component of mitochondrial outer membrane
XM_011425245	GO:0031301~integral component of organelle membrane
XM_011425416	GO:0005783~endoplasmic reticulum
XM_011425415	GO:0005783~endoplasmic reticulum
XM_011425425	GO:0015629~actin cytoskeleton
XM_011425604	GO:0034702~ion channel complex
XM_011425604	GO:0034705~potassium channel complex
XM_011425604	GO:0008076~voltage-gated potassium channel complex
XM_011425625	GO:1902495~transmembrane transporter complex
XM_011425633	GO:0031226~intrinsic component of plasma membrane
XM_011425633	GO:0008076~voltage-gated potassium channel complex
XM_011425633	GO:1902495~transmembrane transporter complex
XM_011425612	GO:0034702~ion channel complex
XM_011425612	GO:0034703~cation channel complex
XM_011426514	GO:0005840~ribosome
XM_011426857	GO:0044451~nucleoplasm part
XM_011427740	GO:0005921~gap junction
XM_011427916	GO:0044450~microtubule organizing center part
XM_011427917	GO:0005813~centrosome
XM_011427934	GO:0032993~protein-DNA complex
XM_011427934	GO:0000785~chromatin
XM_011428463	GO:0030027~lamellipodium
XM_011428463	GO:0031252~cell leading edge
XM_011428469	GO:0030027~lamellipodium
XM_011428469	GO:0031252~cell leading edge
XM_011428467	GO:0030027~lamellipodium
XM_011428459	GO:0030027~lamellipodium
XM_011428466	GO:0030027~lamellipodium
XM_011429351	GO:0099512~supramolecular fiber
XM_011426308	GO:0031967~organelle envelope
XM_011426308	GO:0005739~mitochondrion
JQ355006	GO:0005576~extracellular region
XM_011426721	GO:0005576~extracellular region
XM_011426940	GO:0031966~mitochondrial membrane
XM_011427398	GO:0000123~histone acetyltransferase complex
XM_011427418	GO:0030684~preribosome
XM_011427418	GO:0030529~intracellular ribonucleoprotein complex
XM_011427418	GO:0030687~preribosome, large subunit precursor
AB199897	GO:0005840~ribosome
XM_011429591	GO:0030660~Golgi-associated vesicle membrane
XM_011429592	GO:0048475~coated membrane
XM_011429592	GO:0044433~cytoplasmic vesicle part
XM_011430288	GO:0005887~integral component of plasma membrane
XM_011430694	GO:0005739~mitochondrion
XM_011430791	GO:0031967~organelle envelope
XM_011430791	GO:0005750~mitochondrial respiratory chain complex III
XM_011431057	GO:0005739~mitochondrion
XM_011431057	GO:0019867~outer membrane
XM_011431114	GO:0030135~coated vesicle
XM_011431116	GO:0030135~coated vesicle
XM_011431117	GO:0030658~transport vesicle membrane
XM_011431115	GO:0044433~cytoplasmic vesicle part
XM_011431115	GO:0030134~ER to Golgi transport vesicle
XM_011431289	GO:0034704~calcium channel complex
XM_011431291	GO:1902495~transmembrane transporter complex
XM_011431292	GO:1990351~transporter complex
XM_011431294	GO:0034703~cation channel complex
XM_011431668	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011429591	GO:0030659~cytoplasmic vesicle membrane
XM_011429591	GO:0031988~membrane-bounded vesicle
XM_011431116	GO:0030662~coated vesicle membrane
XM_011429592	GO:0030665~clathrin-coated vesicle membrane
XM_011430130	GO:0071821~FANCM-MHF complex
XM_011430351	GO:0044439~peroxisomal part
XM_011430351	GO:0042579~microbody
XM_011430791	GO:0019866~organelle inner membrane
XM_011430791	GO:0044455~mitochondrial membrane part
XM_011431026	GO:0090575~RNA polymerase II transcription factor complex
XM_011431114	GO:0030127~COPII vesicle coat
XM_011431293	GO:0005891~voltage-gated calcium channel complex
XM_011431666	GO:0044432~endoplasmic reticulum part
XM_011431667	GO:0044432~endoplasmic reticulum part
XM_011431784	GO:0005887~integral component of plasma membrane
XM_011432075	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011432184	GO:0005875~microtubule associated complex
XM_011432360	GO:0000176~nuclear exosome (RNase complex)
XM_011432376	GO:1990904~ribonucleoprotein complex
XM_011432509	GO:0000123~histone acetyltransferase complex
XM_011432781	GO:0044427~chromosomal part
AJ563460	GO:0015629~actin cytoskeleton
XM_011433511	GO:0005794~Golgi apparatus
XM_011433698	GO:0000151~ubiquitin ligase complex
XM_011434209	GO:0030964~NADH dehydrogenase complex
XM_011434878	GO:0097060~synaptic membrane
XM_011433511	GO:0044431~Golgi apparatus part
NM_001305363	GO:0015630~microtubule cytoskeleton
AB196534	GO:0015630~microtubule cytoskeleton
XM_011434433	GO:0030529~intracellular ribonucleoprotein complex
XM_011434667	GO:0070993~translation preinitiation complex
NM_001308902	GO:0005576~extracellular region
XM_011435213	GO:0044420~extracellular matrix component
XM_011435167	GO:0042575~DNA polymerase complex
XM_011435211	GO:0031012~extracellular matrix
XM_011435212	GO:0044421~extracellular region part
XM_011435211	GO:0044420~extracellular matrix component
XM_011435233	GO:0044423~virion part
XM_011435233	GO:0019028~viral capsid
XM_011435260	GO:0009898~cytoplasmic side of plasma membrane
XM_011436009	GO:0019866~organelle inner membrane
XM_011436009	GO:0044429~mitochondrial part
XM_011436416	GO:0019013~viral nucleocapsid
XM_011436417	GO:0019013~viral nucleocapsid
XM_011436441	GO:0005730~nucleolus
XM_011436470	GO:1902495~transmembrane transporter complex
XM_011436523	GO:0030990~intraciliary transport particle
XM_011436579	GO:0005887~integral component of plasma membrane
XM_011437609	GO:0031984~organelle subcompartment
XM_011435233	GO:0019012~virion
XM_011435232	GO:0019012~virion
XM_011435233	GO:0097525~spliceosomal snRNP complex
XM_011435260	GO:0098552~side of membrane
XM_011435349	GO:0005694~chromosome
XM_011435602	GO:0031975~envelope
XM_011436417	GO:0019012~virion
XM_011436413	GO:0030529~intracellular ribonucleoprotein complex
XM_011436416	GO:0044423~virion part
XM_011436415	GO:0044423~virion part
XM_011436415	GO:0019028~viral capsid
XM_011436617	GO:0070603~SWI/SNF superfamily-type complex
XM_011437162	GO:0005783~endoplasmic reticulum
XM_011437609	GO:0032580~Golgi cisterna membrane
XM_011437609	GO:0000139~Golgi membrane
XM_011437609	GO:0005795~Golgi stack
XM_011437652	GO:0005783~endoplasmic reticulum
XM_011437717	GO:0000139~Golgi membrane
XM_011437718	GO:0098857~membrane microdomain
XM_011437719	GO:0044431~Golgi apparatus part
XM_011437719	GO:0098589~membrane region
XM_011438204	GO:0000323~lytic vacuole
JN315144	GO:0005764~lysosome
XM_011438495	GO:0008290~F-actin capping protein complex
XM_011439437	GO:0005667~transcription factor complex
XM_011439438	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011439505	GO:0032300~mismatch repair complex
XM_011439869	GO:0022627~cytosolic small ribosomal subunit
XM_011440013	GO:1990904~ribonucleoprotein complex
XM_011440115	GO:0098791~Golgi subcompartment
XM_011440115	GO:0030119~AP-type membrane coat adaptor complex
XM_011440115	GO:0005794~Golgi apparatus
XM_011440114	GO:0031984~organelle subcompartment
XM_011440486	GO:0005787~signal peptidase complex
XM_011440497	GO:0030054~cell junction
XM_011440543	GO:0031988~membrane-bounded vesicle
XM_011440678	GO:0030529~intracellular ribonucleoprotein complex
XM_011440848	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011440949	GO:0099512~supramolecular fiber
XM_011441088	GO:0005694~chromosome
XM_011441256	GO:1990904~ribonucleoprotein complex
XM_011441353	GO:0030054~cell junction
XM_011441353	GO:0005911~cell-cell junction
XM_011441411	GO:0030529~intracellular ribonucleoprotein complex
XM_011442087	GO:0005789~endoplasmic reticulum membrane
XM_011442461	GO:0015629~actin cytoskeleton
XM_011442617	GO:0030529~intracellular ribonucleoprotein complex
XM_011442777	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011442777	GO:0005789~endoplasmic reticulum membrane
XM_011439007	GO:0005739~mitochondrion
XM_011439438	GO:0044451~nucleoplasm part
XM_011439437	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011439869	GO:0044391~ribosomal subunit
XM_011440114	GO:0048475~coated membrane
XM_011441256	GO:0016282~eukaryotic 43S preinitiation complex
XM_011441295	GO:0005819~spindle
XM_011441463	GO:0005576~extracellular region
XM_011442245	GO:0005794~Golgi apparatus
XM_011443511	GO:0030054~cell junction
XM_011443510	GO:0005911~cell-cell junction
XM_011443516	GO:0005911~cell-cell junction
XM_011443538	GO:0000786~nucleosome
XM_011443510	GO:0005921~gap junction
XM_011443516	GO:0005921~gap junction
XM_011443538	GO:0032993~protein-DNA complex
XM_011443766	GO:0005581~collagen trimer
XM_011443910	GO:0030123~AP-3 adaptor complex
XM_011444227	GO:0005581~collagen trimer
XM_011444294	GO:1990904~ribonucleoprotein complex
XM_011444609	GO:0019867~outer membrane
XM_011444788	GO:0005929~cilium
XM_011445281	GO:0055037~recycling endosome
XM_011445341	GO:0005794~Golgi apparatus
XM_011445341	GO:0044853~plasma membrane raft
XM_011445341	GO:0044431~Golgi apparatus part
XM_011445449	GO:0005887~integral component of plasma membrane
XM_011445887	GO:0005739~mitochondrion
XM_011445887	GO:0005740~mitochondrial envelope
XM_011446017	GO:0032993~protein-DNA complex
XM_011446017	GO:0044815~DNA packaging complex
XM_011446090	GO:0005680~anaphase-promoting complex
XM_011446360	GO:0044431~Golgi apparatus part
NM_001305343	GO:0005840~ribosome
XM_011446757	GO:0030897~HOPS complex
XM_011443879	GO:0005739~mitochondrion
XM_011444019	GO:0016592~mediator complex
XM_011444144	GO:0044432~endoplasmic reticulum part
XM_011444361	GO:0005654~nucleoplasm
XM_011444361	GO:0044451~nucleoplasm part
XM_011444430	GO:1990904~ribonucleoprotein complex
XM_011444841	GO:0031012~extracellular matrix
XM_011445281	GO:0005802~trans-Golgi network
XM_011445622	GO:0000407~pre-autophagosomal structure
XM_011445623	GO:0000407~pre-autophagosomal structure
XM_011445872	GO:0005643~nuclear pore
XM_011446090	GO:0031461~cullin-RING ubiquitin ligase complex
XM_011446413	GO:0016592~mediator complex
XM_011447945	GO:0005667~transcription factor complex
XM_011447945	GO:0016602~CCAAT-binding factor complex
XM_011447947	GO:0016602~CCAAT-binding factor complex
XM_011447943	GO:0090575~RNA polymerase II transcription factor complex
AJ561117	GO:0030529~intracellular ribonucleoprotein complex
NM_001305369	GO:0030529~intracellular ribonucleoprotein complex
XM_011448449	GO:0031975~envelope
XM_011448783	GO:0005576~extracellular region
XM_011449054	GO:0070069~cytochrome complex
XM_011449054	GO:0044455~mitochondrial membrane part
XM_011449162	GO:0000346~transcription export complex
XM_011449220	GO:0005694~chromosome
XM_011449326	GO:0005666~DNA-directed RNA polymerase III complex
JQ030888	GO:0030529~intracellular ribonucleoprotein complex
XM_011449340	GO:0030529~intracellular ribonucleoprotein complex
XM_011449426	GO:0030136~clathrin-coated vesicle
XM_011449426	GO:0030662~coated vesicle membrane
XM_011449426	GO:0044431~Golgi apparatus part
XM_011449425	GO:0030662~coated vesicle membrane
XM_011449425	GO:0030659~cytoplasmic vesicle membrane
XM_011449425	GO:0012510~trans-Golgi network transport vesicle membrane
XM_011449482	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011450928	GO:0005740~mitochondrial envelope
XM_011448449	GO:0005740~mitochondrial envelope
XM_011449054	GO:0031975~envelope
JQ030888	GO:1990904~ribonucleoprotein complex
XM_011449425	GO:0031988~membrane-bounded vesicle
XM_011449426	GO:0030665~clathrin-coated vesicle membrane
XM_011449426	GO:0030118~clathrin coat
XM_011449425	GO:0005794~Golgi apparatus
AJ563459	GO:0030529~intracellular ribonucleoprotein complex
AY713400	GO:0005874~microtubule
XM_011450322	GO:0005783~endoplasmic reticulum
XM_011450540	GO:0044423~virion part
XM_011450662	GO:0044432~endoplasmic reticulum part
XM_011450662	GO:0000153~cytoplasmic ubiquitin ligase complex
XM_011451235	GO:0044421~extracellular region part
XM_011452030	GO:0030117~membrane coat
XM_011452029	GO:0097060~synaptic membrane
XM_011452032	GO:0097060~synaptic membrane
XM_011452115	GO:0000785~chromatin
NM_001305378	GO:0005783~endoplasmic reticulum
XM_011452363	GO:0030054~cell junction
XM_011452857	GO:0005783~endoplasmic reticulum
XM_011453082	GO:0005794~Golgi apparatus
XM_011453427	GO:0030529~intracellular ribonucleoprotein complex
XM_011453612	GO:0019013~viral nucleocapsid
XM_011453904	GO:0005929~cilium
XM_011454123	GO:0031966~mitochondrial membrane
NM_001305290	GO:0019866~organelle inner membrane
XM_011454629	GO:0030529~intracellular ribonucleoprotein complex
XM_011454732	GO:0005576~extracellular region
XM_011451641	GO:0046930~pore complex
XM_011451859	GO:0030135~coated vesicle
XM_011452029	GO:0030054~cell junction
XM_011452033	GO:0045211~postsynaptic membrane
XM_011452034	GO:0045211~postsynaptic membrane
XM_011452036	GO:0045202~synapse
XM_011452144	GO:1902911~protein kinase complex
XM_011452363	GO:0098794~postsynapse
XM_011452363	GO:0045202~synapse
XM_011452365	GO:0045202~synapse
XM_011453082	GO:0044431~Golgi apparatus part
XM_011453221	GO:0031248~protein acetyltransferase complex
XM_011453262	GO:0005576~extracellular region
XM_011453603	GO:0022626~cytosolic ribosome
FJ872817	GO:0044429~mitochondrial part
FJ872817	GO:0005739~mitochondrion
XM_011454123	GO:0031967~organelle envelope
XM_011455430	GO:0000502~proteasome complex
XM_011456037	GO:0030529~intracellular ribonucleoprotein complex
XM_011456384	GO:0005874~microtubule
XM_011456571	GO:0033290~eukaryotic 48S preinitiation complex
XM_011456795	GO:0016592~mediator complex
AJ563480	GO:0044391~ribosomal subunit
EU152936	GO:0044391~ribosomal subunit
XM_011457920	GO:0098794~postsynapse
XM_011458227	GO:0090544~BAF-type complex
XM_011458227	GO:0071564~npBAF complex
XM_011458618	GO:0030870~Mre11 complex
XM_011456098	GO:0000786~nucleosome
XM_011456383	GO:0099512~supramolecular fiber
XM_011456383	GO:0005874~microtubule
XM_011456383	GO:0099513~polymeric cytoskeletal fiber
XM_011457009	GO:1990904~ribonucleoprotein complex
AB199895	GO:1990904~ribonucleoprotein complex
AB199894	GO:1990904~ribonucleoprotein complex
XM_011457818	GO:0005789~endoplasmic reticulum membrane
AY852246	GO:0030529~intracellular ribonucleoprotein complex
NM_001305314	GO:0030529~intracellular ribonucleoprotein complex
XM_011457830	GO:0030529~intracellular ribonucleoprotein complex
XM_011458101	GO:0017053~transcriptional repressor complex
XM_011458601	GO:1990351~transporter complex
XM_011414138	GO:0005875~microtubule associated complex
XM_011414217	GO:0005875~microtubule associated complex
XM_011414138	GO:0015629~actin cytoskeleton
XM_011414217	GO:0015629~actin cytoskeleton
XM_011414117	GO:0005964~phosphorylase kinase complex
XM_011414118	GO:1902911~protein kinase complex
XM_011414117	GO:1902911~protein kinase complex
XM_011414250	GO:0005694~chromosome
XM_011414318	GO:0030529~intracellular ribonucleoprotein complex
XM_011414346	GO:0031967~organelle envelope
XM_011414358	GO:0044431~Golgi apparatus part
XM_011414373	GO:0044431~Golgi apparatus part
XM_011415038	GO:0005839~proteasome core complex
XM_011415105	GO:0005783~endoplasmic reticulum
XM_011415309	GO:1990351~transporter complex
XM_011415309	GO:0005887~integral component of plasma membrane
XM_011415311	GO:0034705~potassium channel complex
XM_011415316	GO:0031226~intrinsic component of plasma membrane
XM_011415310	GO:0034705~potassium channel complex
XM_011415319	GO:0031226~intrinsic component of plasma membrane
XM_011415319	GO:0034705~potassium channel complex
XM_011415396	GO:0016471~vacuolar proton-transporting V-type ATPase complex
XM_011415397	GO:0033180~proton-transporting V-type ATPase, V1 domain
XM_011415395	GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain
XM_011415396	GO:0044437~vacuolar part
XM_011415394	GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain
XM_011415768	GO:0030529~intracellular ribonucleoprotein complex
XM_011415869	GO:0000794~condensed nuclear chromosome
XM_011416945	GO:0005777~peroxisome
XM_011416943	GO:0005777~peroxisome
XM_011417480	GO:0005840~ribosome
XM_011415467	GO:1990904~ribonucleoprotein complex
XM_011417728	GO:0016514~SWI/SNF complex
XM_011415868	GO:0044454~nuclear chromosome part
XM_011415907	GO:0005819~spindle
XM_011415907	GO:0000940~condensed chromosome outer kinetochore
XM_011418337	GO:0044427~chromosomal part
XM_011415907	GO:0099512~supramolecular fiber
XM_011415928	GO:0005783~endoplasmic reticulum
XM_011416268	GO:0005739~mitochondrion
XM_011416582	GO:0019773~proteasome core complex, alpha-subunit complex
XM_011416945	GO:0042579~microbody
XM_011417652	GO:0070603~SWI/SNF superfamily-type complex
XM_011417423	GO:0070603~SWI/SNF superfamily-type complex
AB242177	GO:0005576~extracellular region
XM_011417419	GO:0005576~extracellular region
XM_011417662	GO:0005794~Golgi apparatus
XM_011417663	GO:0031985~Golgi cisterna
XM_011418337	GO:0000786~nucleosome
XM_011418338	GO:0044815~DNA packaging complex
XM_011418339	GO:0000785~chromatin
XM_011418349	GO:0000785~chromatin
XM_011418351	GO:0000785~chromatin
XM_011418341	GO:0005694~chromosome
XM_011418342	GO:0044427~chromosomal part
XM_011418351	GO:0044427~chromosomal part
XM_011418343	GO:0044427~chromosomal part
XM_011418350	GO:0005694~chromosome
XM_011418354	GO:0044815~DNA packaging complex
XM_011418355	GO:0005694~chromosome
XM_011418356	GO:0044427~chromosomal part
XM_011418358	GO:0032993~protein-DNA complex
XM_011418359	GO:0005694~chromosome
XM_011418359	GO:0000786~nucleosome
XM_011418360	GO:0000785~chromatin
XM_011418360	GO:0044815~DNA packaging complex
XM_011418517	GO:0005741~mitochondrial outer membrane
XM_011418517	GO:0031966~mitochondrial membrane
XM_011418543	GO:0005681~spliceosomal complex
XM_011419377	GO:0044432~endoplasmic reticulum part
XM_011419475	GO:0000178~exosome (RNase complex)
XM_011419836	GO:0005694~chromosome
XM_011420293	GO:0005887~integral component of plasma membrane
XM_011422048	GO:0031967~organelle envelope
XM_011418509	GO:0005739~mitochondrion
XM_011418517	GO:0031967~organelle envelope
XM_011422220	GO:0034703~cation channel complex
XM_011419379	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011419503	GO:0005911~cell-cell junction
AJ563476	GO:1990904~ribonucleoprotein complex
XM_011420341	GO:0005774~vacuolar membrane
XM_011420664	GO:0005739~mitochondrion
XM_011420664	GO:0005730~nucleolus
XM_011420945	GO:0044421~extracellular region part
XM_011421256	GO:0030054~cell junction
XM_011421384	GO:0032021~NELF complex
XM_011421870	GO:1990904~ribonucleoprotein complex
XM_011422048	GO:0005740~mitochondrial envelope
AJ563471	GO:0005840~ribosome
XM_011422220	GO:1990351~transporter complex
XM_011422220	GO:0005887~integral component of plasma membrane
XM_011422227	GO:0030137~COPI-coated vesicle
XM_011422227	GO:0005798~Golgi-associated vesicle
XM_011422503	GO:0000785~chromatin
XM_011422227	GO:0044433~cytoplasmic vesicle part
XM_011422620	GO:0043190~ATP-binding cassette (ABC) transporter complex
AJ563455	GO:0005840~ribosome
XM_011424595	GO:0016469~proton-transporting two-sector ATPase complex
XM_011424595	GO:0005739~mitochondrion
XM_011424861	GO:0005739~mitochondrion
XM_011425161	GO:0044420~extracellular matrix component
XM_011425147	GO:0098857~membrane microdomain
XM_011425150	GO:0098857~membrane microdomain
XM_011425153	GO:0098589~membrane region
XM_011425247	GO:0031975~envelope
XM_011422612	GO:0005840~ribosome
XM_011422620	GO:1990351~transporter complex
XM_011424720	GO:0005794~Golgi apparatus
NM_001305336	GO:0005576~extracellular region
XM_011422990	GO:0000786~nucleosome
XM_011422990	GO:0005694~chromosome
XM_011425161	GO:0044421~extracellular region part
AJ563455	GO:1990904~ribonucleoprotein complex
XM_011423579	GO:0030286~dynein complex
XM_011423657	GO:0043189~H4/H2A histone acetyltransferase complex
XM_011425152	GO:0005901~caveola
XM_011424753	GO:0019012~virion
XM_011425161	GO:0005576~extracellular region
XM_011425149	GO:0098590~plasma membrane region
XM_011425202	GO:0015630~microtubule cytoskeleton
XM_011425246	GO:0044429~mitochondrial part
XM_011425247	GO:0031966~mitochondrial membrane
XM_011425246	GO:0031307~integral component of mitochondrial outer membrane
XM_011425247	GO:0005740~mitochondrial envelope
XM_011425245	GO:0031300~intrinsic component of organelle membrane
XM_011425337	GO:0032040~small-subunit processome
XM_011425337	GO:0005730~nucleolus
XM_011425337	GO:1990904~ribonucleoprotein complex
XM_011425414	GO:0005783~endoplasmic reticulum
XM_011425423	GO:0015629~actin cytoskeleton
XM_011425618	GO:0008076~voltage-gated potassium channel complex
XM_011425648	GO:0005887~integral component of plasma membrane
XM_011425648	GO:0008076~voltage-gated potassium channel complex
XM_011426308	GO:0044429~mitochondrial part
XM_011426857	GO:1902562~H4 histone acetyltransferase complex
XM_011426857	GO:0031248~protein acetyltransferase complex
XM_011426940	GO:0005743~mitochondrial inner membrane
XM_011427934	GO:0044427~chromosomal part
XM_011428399	GO:1990904~ribonucleoprotein complex
XM_011428455	GO:0030027~lamellipodium
XM_011428468	GO:0030027~lamellipodium
XM_011428457	GO:0030027~lamellipodium
XM_011428459	GO:0031252~cell leading edge
XM_011428470	GO:0031252~cell leading edge
XM_011428466	GO:0031252~cell leading edge
XM_011428454	GO:0030027~lamellipodium
XM_011428454	GO:0031252~cell leading edge
XM_011425880	GO:0005887~integral component of plasma membrane
XM_011426067	GO:0005794~Golgi apparatus
XM_011426308	GO:0031966~mitochondrial membrane
JQ362455	GO:0005576~extracellular region
XM_011426857	GO:1902493~acetyltransferase complex
XM_011426940	GO:0019866~organelle inner membrane
XM_011427406	GO:0044451~nucleoplasm part
XM_011427398	GO:1902493~acetyltransferase complex
NM_001305345	GO:0005840~ribosome
XM_011427934	GO:0044815~DNA packaging complex
XM_011427917	GO:0015630~microtubule cytoskeleton
XM_011427916	GO:0005814~centriole
XM_011427917	GO:0005814~centriole
XM_011428222	GO:0005739~mitochondrion
XM_011428399	GO:0030529~intracellular ribonucleoprotein complex
XM_011428399	GO:0019028~viral capsid
XM_011429725	GO:0015630~microtubule cytoskeleton
XM_011430288	GO:0008076~voltage-gated potassium channel complex
XM_011430288	GO:1902495~transmembrane transporter complex
XM_011430351	GO:0031300~intrinsic component of organelle membrane
XM_011430634	GO:1990204~oxidoreductase complex
XM_011430635	GO:1902560~GMP reductase complex
XM_011430791	GO:0005743~mitochondrial inner membrane
XM_011430791	GO:0098803~respiratory chain complex
AB196533	GO:0005874~microtubule
XM_011431026	GO:0005654~nucleoplasm
