XM_011413955	GO:0033588~Elongator holoenzyme complex
XM_011458391	GO:0016021~integral component of membrane
XM_011458404	GO:0016021~integral component of membrane
XM_011458542	GO:0016021~integral component of membrane
XM_011458680	GO:0005634~nucleus
XM_011413865	GO:0016021~integral component of membrane
XM_011413868	GO:0016021~integral component of membrane
XM_011413926	GO:0005840~ribosome
XM_011413954	GO:0016021~integral component of membrane
XM_011414198	GO:0016021~integral component of membrane
XM_011414209	GO:0016021~integral component of membrane
XM_011414300	GO:0005634~nucleus
XM_011414318	GO:0005681~spliceosomal complex
XM_011414332	GO:0016021~integral component of membrane
XM_011414346	GO:0016021~integral component of membrane
XM_011414354	GO:0016021~integral component of membrane
XM_011414358	GO:0000139~Golgi membrane
XM_011414373	GO:0000139~Golgi membrane
XM_011414652	GO:0016021~integral component of membrane
XM_011414994	GO:0005622~intracellular
XM_011415038	GO:0005737~cytoplasm
XM_011415107	GO:0016021~integral component of membrane
XM_011415184	GO:0016021~integral component of membrane
XM_011415294	GO:0005622~intracellular
XM_011415292	GO:0005622~intracellular
XM_011415311	GO:0008076~voltage-gated potassium channel complex
XM_011415547	GO:0016021~integral component of membrane
XM_011415566	GO:0016021~integral component of membrane
AJ557141	GO:0005737~cytoplasm
XM_011415869	GO:0030896~checkpoint clamp complex
XM_011415928	GO:0005789~endoplasmic reticulum membrane
XM_011415928	GO:0016021~integral component of membrane
XM_011415976	GO:0016021~integral component of membrane
XM_011416197	GO:0016021~integral component of membrane
XM_011416245	GO:0005634~nucleus
XM_011416275	GO:0005634~nucleus
XM_011416400	GO:0016021~integral component of membrane
XM_011416429	GO:0005634~nucleus
XM_011416443	GO:0005634~nucleus
XM_011417081	GO:0016021~integral component of membrane
XM_011417339	GO:0016514~SWI/SNF complex
XM_011417218	GO:0005634~nucleus
XM_011417331	GO:0016021~integral component of membrane
XM_011417334	GO:0016021~integral component of membrane
XM_011417407	GO:0005634~nucleus
XM_011417421	GO:0005576~extracellular region
XM_011417522	GO:0005634~nucleus
XM_011417662	GO:0016021~integral component of membrane
XM_011417702	GO:0016021~integral component of membrane
XM_011418006	GO:0016021~integral component of membrane
XM_011418009	GO:0016021~integral component of membrane
XM_011418003	GO:0016021~integral component of membrane
XM_011418119	GO:0005622~intracellular
XM_011418119	GO:0016020~membrane
XM_011418243	GO:0005777~peroxisome
XM_011418339	GO:0000786~nucleosome
XM_011418343	GO:0005634~nucleus
XM_011418345	GO:0000786~nucleosome
XM_011418348	GO:0000786~nucleosome
XM_011418841	GO:0005622~intracellular
XM_011419859	GO:0005840~ribosome
XM_011420016	GO:0005576~extracellular region
XM_011418356	GO:0000786~nucleosome
XM_011418356	GO:0005634~nucleus
XM_011418358	GO:0005634~nucleus
XM_011418432	GO:0016021~integral component of membrane
XM_011418535	GO:0005634~nucleus
XM_011418762	GO:0016021~integral component of membrane
NM_001308835	GO:0016021~integral component of membrane
XM_011419031	GO:0016021~integral component of membrane
XM_011419040	GO:0016021~integral component of membrane
XM_011419230	GO:0016021~integral component of membrane
XM_011419289	GO:0005737~cytoplasm
XM_011419364	GO:0005887~integral component of plasma membrane
XM_011419377	GO:0005789~endoplasmic reticulum membrane
XM_011419379	GO:0016021~integral component of membrane
XM_011419461	GO:0016021~integral component of membrane
XM_011419503	GO:0016021~integral component of membrane
XM_011419648	GO:0016021~integral component of membrane
XM_011419757	GO:0005634~nucleus
XM_011420035	GO:0016021~integral component of membrane
XM_011420262	GO:0016021~integral component of membrane
XM_011420341	GO:0016363~nuclear matrix
XM_011420347	GO:0008076~voltage-gated potassium channel complex
XM_011420806	GO:0016021~integral component of membrane
XM_011420905	GO:0005634~nucleus
XM_011420963	GO:0016021~integral component of membrane
XM_011421012	GO:0005634~nucleus
XM_011421157	GO:0005667~transcription factor complex
XM_011421159	GO:0005667~transcription factor complex
XM_011421157	GO:0005634~nucleus
XM_011421206	GO:0016021~integral component of membrane
XM_011421259	GO:0005921~gap junction
XM_011421266	GO:0005921~gap junction
XM_011421291	GO:0019773~proteasome core complex, alpha-subunit complex
XM_011421707	GO:0005622~intracellular
XM_011421814	GO:0005622~intracellular
XM_011422051	GO:0005576~extracellular region
XM_011421385	GO:0016021~integral component of membrane
XM_011421461	GO:0016021~integral component of membrane
XM_011421548	GO:0016021~integral component of membrane
XM_011421758	GO:0005634~nucleus
XM_011421827	GO:1990316~ATG1/ULK1 kinase complex
XM_011421870	GO:0005732~small nucleolar ribonucleoprotein complex
XM_011422252	GO:0016021~integral component of membrane
XM_011422266	GO:0016021~integral component of membrane
XM_011422260	GO:0016021~integral component of membrane
XM_011422320	GO:0005634~nucleus
XM_011422323	GO:0005634~nucleus
XM_011422334	GO:0016020~membrane
XM_011422523	GO:0005622~intracellular
XM_011422611	GO:0005840~ribosome
XM_011422646	GO:0005737~cytoplasm
XM_011425202	GO:0005869~dynactin complex
XM_011425221	GO:0005622~intracellular
XM_011425220	GO:0005622~intracellular
XM_011425225	GO:0005622~intracellular
XM_011422327	GO:0016021~integral component of membrane
XM_011422430	GO:0005622~intracellular
XM_011422539	GO:0030286~dynein complex
XM_011422635	GO:0005737~cytoplasm
XM_011422749	GO:0016021~integral component of membrane
XM_011422970	GO:0005622~intracellular
XM_011423023	GO:0016021~integral component of membrane
XM_011423273	GO:0005739~mitochondrion
XM_011423380	GO:0016021~integral component of membrane
XM_011423389	GO:0005794~Golgi apparatus
AJ563455	GO:0022627~cytosolic small ribosomal subunit
XM_011424009	GO:0016021~integral component of membrane
XM_011424033	GO:0016021~integral component of membrane
XM_011424124	GO:0016021~integral component of membrane
XM_011424316	GO:0005737~cytoplasm
XM_011424340	GO:0016021~integral component of membrane
XM_011424488	GO:0016021~integral component of membrane
XM_011424560	GO:0016021~integral component of membrane
XM_011424754	GO:0030529~intracellular ribonucleoprotein complex
XM_011424902	GO:0016021~integral component of membrane
XM_011424937	GO:0016020~membrane
XM_011424971	GO:0005634~nucleus
XM_011425053	GO:0016021~integral component of membrane
XM_011425146	GO:0000139~Golgi membrane
XM_011425152	GO:0016021~integral component of membrane
XM_011425416	GO:0005783~endoplasmic reticulum
XM_011425415	GO:0005783~endoplasmic reticulum
XM_011425424	GO:0016021~integral component of membrane
XM_011425491	GO:0005622~intracellular
JQ355006	GO:0005576~extracellular region
XM_011426721	GO:0005576~extracellular region
XM_011425540	GO:0016021~integral component of membrane
XM_011425604	GO:0008076~voltage-gated potassium channel complex
XM_011425633	GO:0008076~voltage-gated potassium channel complex
XM_011425931	GO:0016021~integral component of membrane
XM_011426418	GO:0005737~cytoplasm
XM_011426514	GO:0005840~ribosome
XM_011426523	GO:0016021~integral component of membrane
XM_011426605	GO:0016021~integral component of membrane
AB199897	GO:0005840~ribosome
XM_011427740	GO:0005921~gap junction
XM_011428295	GO:0005622~intracellular
XM_011429470	GO:0005622~intracellular
XM_011429523	GO:0005622~intracellular
XM_011429525	GO:0005622~intracellular
XM_011429539	GO:0043231~intracellular membrane-bounded organelle
XM_011429975	GO:0005634~nucleus
XM_011427084	GO:0005634~nucleus
XR_899963	GO:0016021~integral component of membrane
XM_011427384	GO:0016021~integral component of membrane
XM_011427418	GO:0030687~preribosome, large subunit precursor
XM_011427523	GO:0016021~integral component of membrane
XM_011427998	GO:0005886~plasma membrane
AJ564625	GO:0005623~cell
XM_011428170	GO:0016021~integral component of membrane
XM_011428337	GO:0005634~nucleus
XM_011428463	GO:0030027~lamellipodium
XM_011428469	GO:0030027~lamellipodium
XM_011428467	GO:0030027~lamellipodium
XM_011428459	GO:0030027~lamellipodium
XM_011428466	GO:0030027~lamellipodium
AB516436	GO:0005634~nucleus
NM_001305377	GO:0005634~nucleus
XM_011429117	GO:0016021~integral component of membrane
XM_011429270	GO:0005622~intracellular
XM_011429729	GO:0016021~integral component of membrane
XM_011429730	GO:0005737~cytoplasm
XM_011429990	GO:0005634~nucleus
XM_011429973	GO:0005634~nucleus
XM_011429987	GO:0005634~nucleus
XM_011429984	GO:0005634~nucleus
XM_011430791	GO:0005750~mitochondrial respiratory chain complex III
XM_011430067	GO:0016021~integral component of membrane
XM_011430130	GO:0071821~FANCM-MHF complex
XM_011430562	GO:0016021~integral component of membrane
XM_011430657	GO:0016021~integral component of membrane
XM_011430750	GO:0016021~integral component of membrane
XM_011430895	GO:0016021~integral component of membrane
XM_011430924	GO:0005737~cytoplasm
XM_011431114	GO:0030127~COPII vesicle coat
XM_011431293	GO:0005891~voltage-gated calcium channel complex
XM_011431784	GO:0005887~integral component of plasma membrane
XM_011431426	GO:0016021~integral component of membrane
XM_011431428	GO:0016021~integral component of membrane
XM_011431497	GO:0016021~integral component of membrane
XM_011431606	GO:0016021~integral component of membrane
NM_001305356	GO:0016021~integral component of membrane
XM_011432007	GO:0016021~integral component of membrane
XM_011432115	GO:0016021~integral component of membrane
XM_011432509	GO:0000123~histone acetyltransferase complex
XM_011432756	GO:0005622~intracellular
XM_011432773	GO:0005623~cell
XM_011433732	GO:0016021~integral component of membrane
AB196534	GO:0005737~cytoplasm
XM_011434764	GO:0005737~cytoplasm
XM_011434883	GO:0005622~intracellular
NM_001308902	GO:0005576~extracellular region
XM_011435093	GO:0005622~intracellular
XM_011435124	GO:0016021~integral component of membrane
XM_011435122	GO:0016021~integral component of membrane
XM_011432360	GO:0000176~nuclear exosome (RNase complex)
XM_011433023	GO:0016021~integral component of membrane
XM_011433042	GO:0016021~integral component of membrane
XM_011433166	GO:0016021~integral component of membrane
XM_011433168	GO:0016021~integral component of membrane
XM_011433184	GO:0005886~plasma membrane
XM_011433185	GO:0016021~integral component of membrane
XM_011433288	GO:0016021~integral component of membrane
XM_011433811	GO:0005634~nucleus
XM_011434645	GO:0005623~cell
XM_011434746	GO:0005634~nucleus
XM_011434743	GO:0005634~nucleus
XM_011434844	GO:0016021~integral component of membrane
XM_011434847	GO:0016021~integral component of membrane
XM_011435086	GO:0016021~integral component of membrane
XM_011436017	GO:0005622~intracellular
XM_011436027	GO:0016021~integral component of membrane
XM_011436158	GO:0005737~cytoplasm
XM_011436589	GO:0005622~intracellular
XM_011437269	GO:0005622~intracellular
XM_011437271	GO:0005622~intracellular
XM_011435349	GO:0005694~chromosome
XM_011437644	GO:0016021~integral component of membrane
XM_011435565	GO:0016021~integral component of membrane
XM_011435745	GO:0005622~intracellular
XM_011436044	GO:0016021~integral component of membrane
XM_011436134	GO:0016021~integral component of membrane
XM_011436135	GO:0016021~integral component of membrane
XM_011436194	GO:0005634~nucleus
XM_011436281	GO:0016021~integral component of membrane
XM_011436288	GO:0005634~nucleus
XM_011436350	GO:0005634~nucleus
XM_011436416	GO:0019013~viral nucleocapsid
XM_011436417	GO:0019013~viral nucleocapsid
XM_011436413	GO:0030529~intracellular ribonucleoprotein complex
XM_011436441	GO:0005730~nucleolus
XM_011436579	GO:0005887~integral component of plasma membrane
XM_011437102	GO:0005622~intracellular
XM_011437331	GO:0016021~integral component of membrane
XM_011437426	GO:0016021~integral component of membrane
XM_011437609	GO:0032580~Golgi cisterna membrane
XM_011437652	GO:0005783~endoplasmic reticulum
XM_011437689	GO:0016021~integral component of membrane
XM_011437717	GO:0000139~Golgi membrane
XM_011438084	GO:0016021~integral component of membrane
XM_011438086	GO:0016021~integral component of membrane
XM_011438174	GO:0016021~integral component of membrane
JN315144	GO:0005764~lysosome
XM_011438495	GO:0008290~F-actin capping protein complex
XM_011438513	GO:0005622~intracellular
XM_011438649	GO:0016021~integral component of membrane
XM_011439007	GO:0005739~mitochondrion
XM_011439079	GO:0005622~intracellular
XM_011439673	GO:0005622~intracellular
XM_011439980	GO:0005622~intracellular
XM_011440020	GO:0016020~membrane
XM_011439108	GO:0016021~integral component of membrane
XM_011439470	GO:0005622~intracellular
XM_011439505	GO:0032300~mismatch repair complex
XM_011439869	GO:0022627~cytosolic small ribosomal subunit
XM_011440209	GO:0005634~nucleus
XM_011440475	GO:0016021~integral component of membrane
XM_011440486	GO:0005787~signal peptidase complex
NM_001305354	GO:0016020~membrane
XM_011442777	GO:0005789~endoplasmic reticulum membrane
XM_011443510	GO:0005921~gap junction
XM_011443516	GO:0005921~gap junction
XM_011443910	GO:0030123~AP-3 adaptor complex
XM_011440497	GO:0030054~cell junction
XM_011440751	GO:0016021~integral component of membrane
XM_011441163	GO:0005622~intracellular
XM_011441256	GO:0016282~eukaryotic 43S preinitiation complex
XM_011441260	GO:0005634~nucleus
XM_011441295	GO:0005819~spindle
XM_011441352	GO:0016021~integral component of membrane
XM_011441381	GO:0005634~nucleus
XM_011441463	GO:0005576~extracellular region
XM_011441633	GO:0005622~intracellular
XM_011441672	GO:0016021~integral component of membrane
XM_011442087	GO:0005789~endoplasmic reticulum membrane
XM_011442094	GO:0005634~nucleus
XM_011442360	GO:0016021~integral component of membrane
XM_011442681	GO:0016021~integral component of membrane
XM_011442702	GO:0016021~integral component of membrane
XM_011442835	GO:0016021~integral component of membrane
XM_011442836	GO:0016021~integral component of membrane
XM_011442878	GO:0005634~nucleus
XM_011443119	GO:0016021~integral component of membrane
XM_011443224	GO:0005634~nucleus
NM_001308905	GO:0005634~nucleus
XM_011443514	GO:0016021~integral component of membrane
XM_011443505	GO:0016021~integral component of membrane
XM_011443510	GO:0016021~integral component of membrane
XM_011443509	GO:0016021~integral component of membrane
XM_011443513	GO:0016021~integral component of membrane
XM_011443538	GO:0000786~nucleosome
XM_011443588	GO:0016021~integral component of membrane
XM_011443719	GO:0005634~nucleus
XM_011443766	GO:0005581~collagen trimer
XM_011443777	GO:0016021~integral component of membrane
XM_011443880	GO:0016021~integral component of membrane
XM_011443994	GO:0016021~integral component of membrane
XM_011444870	GO:0005622~intracellular
XM_011444019	GO:0016592~mediator complex
XM_011444073	GO:0016021~integral component of membrane
XM_011444204	GO:0016021~integral component of membrane
XM_011444227	GO:0005581~collagen trimer
XM_011444303	GO:0005737~cytoplasm
XM_011444330	GO:0016021~integral component of membrane
XM_011444365	GO:0016021~integral component of membrane
XM_011444741	GO:0005634~nucleus
XM_011444968	GO:0005634~nucleus
XM_011445099	GO:0016021~integral component of membrane
XM_011445719	GO:0005622~intracellular
XM_011445879	GO:0005856~cytoskeleton
XM_011446472	GO:0005622~intracellular
XM_011446496	GO:0005622~intracellular
XM_011446514	GO:0005856~cytoskeleton
FJ669294	GO:0005856~cytoskeleton
XM_011445121	GO:0005634~nucleus
XM_011445211	GO:0016021~integral component of membrane
XM_011445281	GO:0005802~trans-Golgi network
XM_011445281	GO:0055037~recycling endosome
XM_011445311	GO:0016021~integral component of membrane
XM_011445449	GO:0005887~integral component of plasma membrane
XM_011445513	GO:0005622~intracellular
XM_011445622	GO:0000407~pre-autophagosomal structure
XM_011445623	GO:0000407~pre-autophagosomal structure
XM_011445775	GO:0016021~integral component of membrane
XM_011445872	GO:0005643~nuclear pore
XM_011445980	GO:0016021~integral component of membrane
XM_011445989	GO:0016021~integral component of membrane
XM_011446090	GO:0005680~anaphase-promoting complex
XM_011446214	GO:0005622~intracellular
XM_011446314	GO:0016021~integral component of membrane
XM_011446346	GO:0016021~integral component of membrane
XM_011446413	GO:0016592~mediator complex
XM_011446731	GO:0016021~integral component of membrane
XM_011446734	GO:0016021~integral component of membrane
XM_011446757	GO:0030897~HOPS complex
XM_011446986	GO:0016021~integral component of membrane
XM_011446978	GO:0016021~integral component of membrane
XM_011447169	GO:0016021~integral component of membrane
XM_011447375	GO:0016021~integral component of membrane
XM_011447552	GO:0016021~integral component of membrane
XM_011447677	GO:0016021~integral component of membrane
XM_011447795	GO:0016021~integral component of membrane
XM_011447837	GO:0005634~nucleus
XM_011447906	GO:0005634~nucleus
XM_011447904	GO:0005634~nucleus
XM_011447945	GO:0016602~CCAAT-binding factor complex
XM_011447947	GO:0016602~CCAAT-binding factor complex
XM_011448199	GO:0016021~integral component of membrane
XM_011448417	GO:0016021~integral component of membrane
XM_011448507	GO:0016021~integral component of membrane
XM_011448783	GO:0005576~extracellular region
XM_011448811	GO:0005622~intracellular
XM_011449211	GO:0005737~cytoplasm
FJ347736	GO:0005737~cytoplasm
FJ347742	GO:0005737~cytoplasm
FJ347738	GO:0005737~cytoplasm
FJ347752	GO:0005737~cytoplasm
XM_011448766	GO:0016021~integral component of membrane
XM_011448851	GO:0016021~integral component of membrane
XM_011448850	GO:0016021~integral component of membrane
XM_011448959	GO:0016021~integral component of membrane
XM_011449085	GO:0016021~integral component of membrane
KF823111	GO:0005634~nucleus
XM_011449160	GO:0005634~nucleus
XM_011449243	GO:0005737~cytoplasm
XM_011449326	GO:0005666~DNA-directed RNA polymerase III complex
XM_011449500	GO:0016021~integral component of membrane
XM_011449503	GO:0016021~integral component of membrane
XM_011449504	GO:0016021~integral component of membrane
XM_011449904	GO:0005634~nucleus
XM_011449987	GO:0005622~intracellular
AY713400	GO:0005874~microtubule
XM_011450681	GO:0005622~intracellular
XM_011451561	GO:0005622~intracellular
XM_011451563	GO:0005622~intracellular
XM_011451774	GO:0005737~cytoplasm
XM_011451892	GO:0005622~intracellular
XM_011451894	GO:0016020~membrane
XM_011452029	GO:0030054~cell junction
XM_011452033	GO:0045211~postsynaptic membrane
XM_011452034	GO:0045211~postsynaptic membrane
XM_011452363	GO:0030054~cell junction
XM_011450118	GO:0016020~membrane
AY713400	GO:0005737~cytoplasm
XM_011450322	GO:0005783~endoplasmic reticulum
XM_011450370	GO:0016021~integral component of membrane
XM_011450377	GO:0016021~integral component of membrane
XM_011450378	GO:0016021~integral component of membrane
XM_011450481	GO:0016021~integral component of membrane
XM_011450697	GO:0016021~integral component of membrane
XM_011451263	GO:0016021~integral component of membrane
XM_011451219	GO:0016021~integral component of membrane
XM_011451227	GO:0016021~integral component of membrane
XM_011451287	GO:0016021~integral component of membrane
XM_011451428	GO:0016021~integral component of membrane
XM_011451458	GO:0016021~integral component of membrane
XM_011451641	GO:0046930~pore complex
XM_011452033	GO:0016021~integral component of membrane
XM_011452035	GO:0016021~integral component of membrane
XM_011452047	GO:0016021~integral component of membrane
NM_001305378	GO:0005783~endoplasmic reticulum
XM_011452693	GO:0016021~integral component of membrane
JN029960	GO:0005622~intracellular
NM_001305344	GO:0005622~intracellular
XM_011452921	GO:0016021~integral component of membrane
XM_011453243	GO:0016021~integral component of membrane
XM_011453262	GO:0005576~extracellular region
XM_011453347	GO:0016021~integral component of membrane
XM_011453383	GO:0005622~intracellular
XM_011453575	GO:0005622~intracellular
XM_011453905	GO:0005856~cytoskeleton
XM_011453427	GO:0030529~intracellular ribonucleoprotein complex
XM_011453603	GO:0022626~cytosolic ribosome
XM_011453612	GO:0005634~nucleus
XM_011453612	GO:0019013~viral nucleocapsid
XM_011454047	GO:0005622~intracellular
XM_011454068	GO:0016021~integral component of membrane
XM_011454066	GO:0016021~integral component of membrane
XM_011454116	GO:0016021~integral component of membrane
XM_011454196	GO:0016021~integral component of membrane
XM_011454732	GO:0005576~extracellular region
AJ560757	GO:0005737~cytoplasm
NM_001308878	GO:0005737~cytoplasm
XM_011455139	GO:0005622~intracellular
XM_011456124	GO:0005622~intracellular
XM_011456251	GO:0016021~integral component of membrane
XM_011456382	GO:0005737~cytoplasm
XM_011456383	GO:0005737~cytoplasm
XM_011456384	GO:0005874~microtubule
XM_011456571	GO:0033290~eukaryotic 48S preinitiation complex
XM_011457818	GO:0005789~endoplasmic reticulum membrane
XM_011454285	GO:0016021~integral component of membrane
XM_011454379	GO:0016021~integral component of membrane
XM_011454474	GO:0016021~integral component of membrane
XM_011454540	GO:0005622~intracellular
XM_011454616	GO:0016021~integral component of membrane
XM_011454887	GO:0005634~nucleus
XM_011454937	GO:0005886~plasma membrane
AJ560757	GO:0005634~nucleus
XM_011455048	GO:0016021~integral component of membrane
XM_011455369	GO:0005623~cell
AJ563479	GO:0005623~cell
XM_011455532	GO:0005634~nucleus
XM_011455589	GO:0005737~cytoplasm
XM_011455595	GO:0005737~cytoplasm
XM_011456383	GO:0005874~microtubule
XM_011455729	GO:0016021~integral component of membrane
XM_011455781	GO:0016021~integral component of membrane
XM_011456098	GO:0000786~nucleosome
XM_011456342	GO:0016021~integral component of membrane
XM_011456408	GO:0016021~integral component of membrane
XM_011456598	GO:0016021~integral component of membrane
XM_011456677	GO:0016021~integral component of membrane
XR_903396	GO:0016021~integral component of membrane
XM_011456686	GO:0016021~integral component of membrane
XM_011456691	GO:0005634~nucleus
XM_011456795	GO:0016592~mediator complex
XM_011456835	GO:0016021~integral component of membrane
XM_011456955	GO:0016021~integral component of membrane
XM_011457148	GO:0016021~integral component of membrane
XM_011457170	GO:0016021~integral component of membrane
XM_011457201	GO:0016021~integral component of membrane
XM_011457199	GO:0016021~integral component of membrane
XM_011457207	GO:0016021~integral component of membrane
XM_011457252	GO:0016021~integral component of membrane
XM_011457958	GO:0016021~integral component of membrane
XM_011458043	GO:0016021~integral component of membrane
XM_011458037	GO:0016021~integral component of membrane
XM_011458101	GO:0017053~transcriptional repressor complex
XM_011458227	GO:0071564~npBAF complex
XM_011458301	GO:0016021~integral component of membrane
XM_011458405	GO:0016021~integral component of membrane
XM_011458480	GO:0016021~integral component of membrane
XM_011458536	GO:0016021~integral component of membrane
XM_011458603	GO:0016021~integral component of membrane
XM_011458618	GO:0030870~Mre11 complex
XM_011414117	GO:0005964~phosphorylase kinase complex
XM_011414474	GO:0016021~integral component of membrane
XM_011414511	GO:0016021~integral component of membrane
XM_011414725	GO:0016021~integral component of membrane
XM_011414726	GO:0016021~integral component of membrane
XM_011414873	GO:0016021~integral component of membrane
XM_011414969	GO:0016021~integral component of membrane
XM_011414971	GO:0016021~integral component of membrane
XM_011415038	GO:0005839~proteasome core complex
XM_011415297	GO:0005622~intracellular
XM_011415300	GO:0005622~intracellular
XM_011415333	GO:0016021~integral component of membrane
XM_011415395	GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain
XM_011415394	GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain
XM_011415571	GO:0016021~integral component of membrane
XM_011415907	GO:0000940~condensed chromosome outer kinetochore
XM_011416057	GO:0005634~nucleus
AY039649	GO:0005737~cytoplasm
XM_011416582	GO:0019773~proteasome core complex, alpha-subunit complex
XM_011417161	GO:0005622~intracellular
XM_011417844	GO:0005622~intracellular
XM_011417847	GO:0005622~intracellular
XM_011416196	GO:0016021~integral component of membrane
AY039648	GO:0005634~nucleus
XM_011416543	GO:0005622~intracellular
XM_011416945	GO:0005777~peroxisome
XM_011416943	GO:0005777~peroxisome
XM_011417123	GO:0016021~integral component of membrane
XM_011417728	GO:0016514~SWI/SNF complex
XM_011417195	GO:0005634~nucleus
XM_011417243	GO:0016021~integral component of membrane
XM_011417341	GO:0016021~integral component of membrane
XM_011417342	GO:0016021~integral component of membrane
XM_011417344	GO:0016021~integral component of membrane
XM_011417414	GO:0005634~nucleus
XM_011417418	GO:0016021~integral component of membrane
AB242177	GO:0005576~extracellular region
XM_011417419	GO:0005576~extracellular region
XM_011417480	GO:0005840~ribosome
XM_011417664	GO:0005622~intracellular
XM_011417704	GO:0016021~integral component of membrane
XM_011417845	GO:0016020~membrane
XM_011417922	GO:0016021~integral component of membrane
XM_011417949	GO:0016021~integral component of membrane
XM_011417954	GO:0016021~integral component of membrane
XM_011418008	GO:0016021~integral component of membrane
XM_011418010	GO:0016021~integral component of membrane
XM_011418116	GO:0016020~membrane
XM_011418337	GO:0000786~nucleosome
XM_011418509	GO:0005739~mitochondrion
XM_011420664	GO:0005739~mitochondrion
XM_011418359	GO:0000786~nucleosome
XM_011418517	GO:0005741~mitochondrial outer membrane
XM_011418543	GO:0005681~spliceosomal complex
XM_011418640	GO:0005634~nucleus
XM_011418759	GO:0016021~integral component of membrane
XM_011418840	GO:0016021~integral component of membrane
XM_011418872	GO:0016021~integral component of membrane
XM_011419069	GO:0005634~nucleus
XM_011419170	GO:0005622~intracellular
XM_011419205	GO:0005622~intracellular
XM_011419294	GO:0005634~nucleus
XM_011419360	GO:0016021~integral component of membrane
XM_011419371	GO:0016021~integral component of membrane
XM_011419377	GO:0016021~integral component of membrane
XM_011419475	GO:0000178~exosome (RNase complex)
XM_011419954	GO:0005634~nucleus
XM_011420042	GO:0005634~nucleus
XM_011420044	GO:0005622~intracellular
XM_011420130	GO:0016021~integral component of membrane
XR_899052	GO:0016021~integral component of membrane
XM_011420571	GO:0016021~integral component of membrane
XM_011420664	GO:0005730~nucleolus
XM_011421226	GO:0016021~integral component of membrane
XM_011421384	GO:0032021~NELF complex
XM_011421424	GO:0005622~intracellular
XM_011422064	GO:0005737~cytoplasm
XM_011422057	GO:0005737~cytoplasm
XM_011422139	GO:0005622~intracellular
XM_011421293	GO:0016021~integral component of membrane
XM_011421545	GO:0016021~integral component of membrane
XM_011421958	GO:0005634~nucleus
XM_011422074	GO:0016021~integral component of membrane
AJ563471	GO:0005840~ribosome
XM_011422214	GO:0016021~integral component of membrane
XM_011422216	GO:0016021~integral component of membrane
XM_011422218	GO:0016021~integral component of membrane
XM_011422321	GO:0005634~nucleus
XM_011422354	GO:0005622~intracellular
XM_011422612	GO:0005840~ribosome
NM_001305336	GO:0005576~extracellular region
XM_011422976	GO:0005622~intracellular
XM_011424165	GO:0016021~integral component of membrane
XM_011424861	GO:0005739~mitochondrion
XM_011424933	GO:0016020~membrane
XM_011424933	GO:0005622~intracellular
XM_011425219	GO:0016020~membrane
XM_011425221	GO:0016020~membrane
XM_011425337	GO:0005730~nucleolus
XM_011422348	GO:0016021~integral component of membrane
XM_011422388	GO:0016021~integral component of membrane
XM_011422394	GO:0016021~integral component of membrane
XM_011422620	GO:0043190~ATP-binding cassette (ABC) transporter complex
XM_011422638	GO:0005737~cytoplasm
XM_011422724	GO:0016021~integral component of membrane
XM_011422761	GO:0016021~integral component of membrane
XM_011422990	GO:0000786~nucleosome
XM_011423579	GO:0030286~dynein complex
XM_011423863	GO:0016021~integral component of membrane
AJ549813	GO:0016021~integral component of membrane
XM_011424561	GO:0016021~integral component of membrane
XM_011424719	GO:0016021~integral component of membrane
XM_011424900	GO:0016021~integral component of membrane
XM_011424970	GO:0005634~nucleus
XM_011424972	GO:0005634~nucleus
XM_011425049	GO:0005634~nucleus
XM_011425152	GO:0005901~caveola
XM_011425225	GO:0016020~membrane
XM_011425246	GO:0031307~integral component of mitochondrial outer membrane
XM_011425287	GO:0016021~integral component of membrane
XM_011425337	GO:0032040~small-subunit processome
XM_011425414	GO:0005783~endoplasmic reticulum
XM_011425508	GO:0016021~integral component of membrane
XM_011425880	GO:0005887~integral component of plasma membrane
JQ362455	GO:0005576~extracellular region
AY551098	GO:0016021~integral component of membrane
XM_011425618	GO:0008076~voltage-gated potassium channel complex
XM_011425648	GO:0008076~voltage-gated potassium channel complex
XM_011425929	GO:0016021~integral component of membrane
XM_011426017	GO:0016021~integral component of membrane
XM_011426032	GO:0016021~integral component of membrane
XM_011426067	GO:0005794~Golgi apparatus
XM_011426206	GO:0016021~integral component of membrane
XM_011426212	GO:0005622~intracellular
XM_011426237	GO:0016021~integral component of membrane
XM_011426308	GO:0016021~integral component of membrane
XM_011426308	GO:0031966~mitochondrial membrane
XM_011426395	GO:0005622~intracellular
XM_011426546	GO:0016020~membrane
XM_011426610	GO:0016021~integral component of membrane
NM_001305345	GO:0005840~ribosome
XM_011427810	GO:0005622~intracellular
XM_011429377	GO:0005622~intracellular
XM_011429526	GO:0016020~membrane
XM_011429709	GO:0016021~integral component of membrane
XM_011426940	GO:0005743~mitochondrial inner membrane
XM_011426950	GO:0016021~integral component of membrane
XM_011427240	GO:0016021~integral component of membrane
XM_011427434	GO:0016021~integral component of membrane
XM_011427528	GO:0016021~integral component of membrane
XM_011427740	GO:0005886~plasma membrane
XM_011427788	GO:0005634~nucleus
XM_011427916	GO:0005814~centriole
XM_011427917	GO:0005814~centriole
XM_011428034	GO:0016021~integral component of membrane
AJ563475	GO:0005623~cell
